,left,query,right
934,to obtain the two items which are coming up at auction the following week Secretary 's hand Letter from,Prince,Frederick Duke of York to an auctioneer concerning the purchase of two Dutch pedestals Gives details of arrangements
935,Yorke sister of Lady Battersea whose husband died at the end of 1878 Signed by creator Letter from Edward,Prince,of Wales to `` Mrs Eliot '' expressing regret at the death of her husband Confirms she will
936,The enclosed book is 'The Righte Wondrous Historie of the Piece of China which Sir Benjamin had sent to,Prince,Albert Signed by creator Copy Letter from Charles Grey Secretary to Prince Albert to `` Sir Benjamin ''
937,members of Westwood Pen Club documents the visit to Westwood by TS and Valerie Eliot and photos of HRH,Princess,Alice of Athlone who inspected the Westwood Guides Jamaica Scrapbook Account of short visits Walmsley made to Barbados
938,Fawcett on suitability of the term 'Empress for Queen Victoria and Education in India and a letter from the,Princess,of Tajore with family news and a copy of Charles reply Letters to Charles on Indian affairs Letters
939,memoirs on her relationship with Charles an account of staying in a private ward and viewing the wedding of,Princess,Margaret on television Letters to Mary from Elsa Includes letters to Mary on her honeymoon regarding arrangements for
940,Includes photographs from Charles voyage on the S.S. Coptic a visit to Robert Louis Stevenson 's house and meeting,Princess,Ka'iulani of Hawaii Letters relating to Charles visit to North America and the Pacific can be found in
941,Country Print by James Gillray printed for publisher Henry G. Bohn and subsequently hand-coloured Caricatures the marriage of the,Princess,Royal Charlotte to Prince Frederick of Württemberg Originally published 15 April 1797 Le Baiser a la Wirtembourg Uncoloured
942,G. Bohn Depicts some distinguished personages of the English court receiving the newly wed Prince of Württemberg and royal,Princess,Originally published 18 May 1797 The Bridal Night Date first made available to the public unknown This is
943,ivory letter opener presented to Sir Henry Layard by H.M The Empress Frederick and bearing the signature of Victoria,Princess,Royal In its original presentation box Letter Opener A shard of ancient decorated pottery from Nimrud donated by
944,Newcastle University Newcastle upon Tyne This file contains one commemorative card commemorating the visit of Her Royal Highness The,Princess,of Wales on the 150th Anniversary of the Northern Counties School for the Deaf 21 July 1988 Evetts
945,of the National Union of Teachers in Portsmouth Addressee probably Mrs Eliot Yorke Signed by creator Letter from Louise,Princess,Royal to `` My dear Annie '' concerning a meeting of the National Union of Teachers Signed by
946,`` My dear Annie '' concerning a meeting of the National Union of Teachers Signed by creator Postcard from,Princess,Beatrice to Mrs Yorke thanking her for a Christmas present Informal letter of 4 sides in thanks for
947,to mark the occasion Durham College of Science is now part of Newcastle University Letter from John Philipson to,Princess,Louise concerning a presentation on the occasion of the opening of the Durham College of Science Also sends
948,Eno Script for Oh the Humanity Script for The Glass Slipper or How Ella became Cinderella and later the,Princess,of Greater and Lesser Krakerwitz-Coburg by Stephen Sharkey which was directed by Erica Whyman Script for The Glass
949,the audience mid-performance Photographs of Out of the Blue Colour photographs of Northern Stage 's Christmas production of The,Princess,and the Goblin Production photographs of The Princess and the Goblin Colour photograph of Ben Crompton in Northern
950,Blue Colour photographs of Northern Stage 's Christmas production of The Princess and the Goblin Production photographs of The,Princess,and the Goblin Colour photograph of Ben Crompton in Northern Stage Production of Tell Me by Matthew Dunster
951,Herbert Cooper Agreement for Hire of Goods between Bishop Auckland Co-operative Flour Provision Society and Mr Isiah Chaplin of,Princess,Street Shildon 1916 typescript of unidentified poetry Photocopy of Billy Purvis and Ned Corran MA thesis 'Change and
952,a 50th Birthday mug Awards and Certificates 2006-2016 Presentation Boards 2001-2002 .. 22 presentation boards New Work File Diana,Princess,of Wales Memorial Includes Caricature Sketch Sir Terry Farrell 1991 Framed sketch by Sir Terry Farrell The Tycoon
953,notes on Queen Victoria 's marriage the assassination attempt of Prince Albert by Edward Oxford and the birth of,Princess,Victoria Diary Consists of the diary of William Brewis Includes a detailed agricultural account for the year with
954,Diary 1914-18 her mother 's first-hand account of life before and during the Russian Revolution She lives in Vienna,Countess,Razumovsky 's family comes from Russia and was rather influential there during the 18th Century Her great-great-grandfather was
955,Alan Scott in Nyasaland Mary Smith Lettice Jowett Elsie Clarke Robert Calverley Trevelyan Dorothy Drage Nigel Bicknell Bridget Plowden,Countess,Nicholas Vay and Pauline Dower Also includes incomplete proforma from the University of London 's Eugenics Laboratory for
956,women politics and suffrage Letter from Lady Caroline to Miss Burnett Letters between Lady Caroline Trevelyan and Lady Rosalind,Countess,of Carlisle Regarding George Macaulay Trevelyan 's relationship with Hester Lyttelton Correspondence between Lady Caroline Trevelyan Lady Lyttelton
957,from George Howard Earl of Carlisle to Robert Spence Watson Concerning war in South Africa Letter from Rosalind Howard,Countess,of Carlisle to Robert Spence Watson Concerning the support of Sheffield Socialists for Russian political prisoners Letter from
958,of Josephine E. Butler Portrait Print of Josephine E. Butler Black and white portrait Photograph of Rosalind Frances Howard,Countess,of Carlisle Portrait Photograph of Rosalind Frances Howard Countess of Carlisle Black and white portrait photograph of Thomas
959,Butler Black and white portrait Photograph of Rosalind Frances Howard Countess of Carlisle Portrait Photograph of Rosalind Frances Howard,Countess,of Carlisle Black and white portrait photograph of Thomas Henry Huxley Portrait photograph of Thomas Henry Huxley Black
960,won the National Poetry Competition twice in 1987 and 2001 He has published three collections with Bloodaxe The Bradford,Count,1991 which was selected for the New Generation Poets promotion The Mersey Goldfish 1995 which was shortlisted for
961,2001 Consists of letters and proofs relating to the published poetry works of Ian Duhig Ian Duhig The Bradford,Count,Consists of photocopies of typescripts sent for setting Typescript copy Consists of typescript poems in an envelope marked
962,`` First Draft '' with cover letter Printout first draft Consists of a printout with an in progress page,Count,an author photograph is included Printout Consists of a printout with a cover letter referring to this version
963,and also a note relating to dates of selected poems Notes about Oldham poem selection Estimates relating to word,Count,Estimates Photocopy of a typescript for Sardanapalus Ode 1683 Typescript of Sardanapalus Ode 1683 Printout of three copies
964,was Hetman of Ukraine uner the Empresses Elizabeth and Catherine II Two of his sons settled in Austria one,Count,later Price Andre Razumovsky was Russian Ambassador to the court of Vienna during the Napoleonic Wars and a
965,Wars and a Friend and protector of Beethoven who dedicated his Razumovsky Quartets to him the other her great-grandfather,Count,Gergoire Razumovsky was a distinguished geologist Maria Razumovsky Marina Tsvetayeva A Critical Biography Consists of a typescript which
966,Refugee Fund British relations with the Middle East discussion of the role of the League of Nations discussion of,Count,Karolyi 's right to remain in Britain and a menu from a dinner of the Labour Front Bench
